Animal ID,Datetime_of_Intake,MonthYear_of_Intake,Found Location,Intake Type,Intake Condition,Sex upon Intake,Age upon Intake,Name,Datetime_of_Outcome,MonthYear_of_Outcome,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color,Length_of_Stay
A681856,2014-06-26 11:25:00,6/26/2014 11:25,5300 Overbrook in Austin (TX),Owner Surrender,Sick,Neutered Male,2 years,Gordo,2014-06-26 08:58:00,6/26/2014 8:58,12/21/2011,Transfer,Partner,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Black/White,-1 days +21:33:00.000000000
A681857,2014-06-26 11:25:00,6/26/2014 11:25,5300 Overbrook in Austin (TX),Owner Surrender,Sick,Spayed Female,1 year,Tarva,2014-06-26 08:58:00,6/26/2014 8:58,6/21/2013,Transfer,Partner,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,White/Tan,-1 days +21:33:00.000000000
A681858,2014-06-26 11:25:00,6/26/2014 11:25,5300 Overbrook in Austin (TX),Owner Surrender,Sick,Neutered Male,8 years,Pinto,2014-06-26 08:58:00,6/26/2014 8:58,6/21/2006,Transfer,Partner,Dog,Neutered Male,8 years,Chihuahua Shorthair Mix,Tricolor,-1 days +21:33:00.000000000
A681860,2014-06-26 11:25:00,6/26/2014 11:25,5300 Overbrook in Austin (TX),Owner Surrender,Sick,Intact Female,1 year,Palona1,2014-06-26 08:59:00,6/26/2014 8:59,1/21/2013,Transfer,Partner,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Black,-1 days +21:34:00.000000000
A681862,2014-06-26 11:25:00,6/26/2014 11:25,5300 Overbrook in Austin (TX),Owner Surrender,Sick,Intact Male,1 year,Negro,2014-06-26 08:59:00,6/26/2014 8:59,6/21/2013,Transfer,Partner,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Black/White,-1 days +21:34:00.000000000
A681863,2014-06-26 11:25:00,6/26/2014 11:25,5300 Overbrook in Austin (TX),Owner Surrender,Sick,Spayed Female,2 years,Brownie,2014-06-26 08:57:00,6/26/2014 8:57,12/21/2011,Transfer,Partner,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Brown/White,-1 days +21:32:00.000000000
A681864,2014-06-26 11:25:00,6/26/2014 11:25,5300 Overbrook in Austin (TX),Owner Surrender,Sick,Neutered Male,3 months,Raton,2014-06-26 08:57:00,6/26/2014 8:57,3/21/2014,Transfer,Partner,Dog,Neutered Male,3 months,Chihuahua Shorthair Mix,Tan/White,-1 days +21:32:00.000000000
A682781,2014-08-13 18:41:00,8/13/2014 18:41,Colorado & 6Th Street in Austin (TX),Stray,Normal,Neutered Male,1 year,,2014-07-03 09:00:00,7/3/2014 9:00,1/2/2013,Transfer,SCRP,Cat,Neutered Male,1 year,Domestic Shorthair Mix,White/Black,-42 days +14:19:00.000000000
A683591,2014-07-12 14:51:00,7/12/2014 14:51,Red River And 41St St in Austin (TX),Wildlife,Normal,Unknown,4 weeks,,2014-07-12 00:00:00,7/12/2014 0:00,6/12/2014,Transfer,Partner,Bird,Unknown,4 weeks,Catbird Mix,Brown,-1 days +09:09:00.000000000
A683693,2014-07-14 10:50:00,7/14/2014 10:50,7201 Levander Loop in Austin (TX),Stray,Normal,Unknown,2 weeks,,2014-07-14 00:00:00,7/14/2014 0:00,6/29/2014,Transfer,Partner,Bird,Unknown,2 weeks,Grackle Mix,Black/White,-1 days +13:10:00.000000000
A683782,2014-07-19 15:55:00,7/19/2014 15:55,11411 Research Blvd in Austin (TX),Stray,Normal,Neutered Male,5 months,,2014-07-16 09:00:00,7/16/2014 9:00,2/15/2014,Transfer,SCRP,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby,-4 days +17:05:00.000000000
A684858,2014-07-29 15:53:00,7/29/2014 15:53,8519 Cahill in Austin (TX),Stray,Injured,Intact Male,3 weeks,,2014-07-29 11:05:00,7/29/2014 11:05,7/8/2014,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby/White,-1 days +19:12:00.000000000
A686827,2014-09-01 12:12:00,9/1/2014 12:12,1016 Camino La Costa in Austin (TX),Stray,Normal,Spayed Female,2 years,,2014-08-28 09:00:00,8/28/2014 9:00,2/27/2012,Transfer,SCRP,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Calico,-5 days +20:48:00.000000000
A697081,2015-02-17 16:08:00,2/17/2015 16:08,500 Harway in Austin (TX),Stray,Sick,Intact Male,2 years,,2015-02-17 13:32:00,2/17/2015 13:32,2/17/2013,Euthanasia,Suffering,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby/White,-1 days +21:24:00.000000000
A699447,2015-03-27 15:23:00,3/27/2015 15:23,Austin (TX),Wildlife,Injured,Unknown,5 months,,2015-03-27 00:00:00,3/27/2015 0:00,9/27/2014,Died,,Other,Unknown,5 months,Bat Mix,Gray,-1 days +08:37:00.000000000
A699599,2015-03-30 14:39:00,3/30/2015 14:39,7100 N 35 in Austin (TX),Public Assist,Normal,Neutered Male,12 years,Duke,2015-03-30 00:00:00,3/30/2015 0:00,3/30/2003,Return to Owner,,Dog,Neutered Male,12 years,Labrador Retriever Mix,Black,-1 days +09:21:00.000000000
A699601,2015-03-30 14:39:00,3/30/2015 14:39,7100 N 35 in Austin (TX),Public Assist,Normal,Spayed Female,2 years,Remi,2015-03-30 00:00:00,3/30/2015 0:00,3/30/2013,Return to Owner,,Dog,Spayed Female,2 years,Basset Hound Mix,White/Brown,-1 days +09:21:00.000000000
A699767,2015-04-02 14:00:00,4/2/2015 14:00,5200 Knight Cir in Austin (TX),Owner Surrender,Normal,Intact Male,1 month,Bluebonnet,2015-04-02 00:00:00,4/2/2015 0:00,2/8/2015,Transfer,Partner,Dog,Intact Male,1 month,Shih Tzu Mix,White,-1 days +10:00:00.000000000
A699768,2015-04-02 14:00:00,4/2/2015 14:00,5200 Knight Cir in Austin (TX),Owner Surrender,Normal,Intact Female,1 month,Daffodil,2015-04-02 00:00:00,4/2/2015 0:00,2/8/2015,Transfer,Partner,Dog,Intact Female,1 month,Shih Tzu Mix,Tan,-1 days +10:00:00.000000000
A699769,2015-04-02 14:00:00,4/2/2015 14:00,5200 Knight Cir in Austin (TX),Owner Surrender,Normal,Intact Male,1 month,Roger Rabbit,2015-04-02 00:00:00,4/2/2015 0:00,2/8/2015,Transfer,Partner,Dog,Intact Male,1 month,Shih Tzu Mix,White/Black,-1 days +10:00:00.000000000
A699770,2015-04-02 14:00:00,4/2/2015 14:00,5200 Knight Cir in Austin (TX),Owner Surrender,Normal,Intact Male,1 month,Latte,2015-04-02 00:00:00,4/2/2015 0:00,2/8/2015,Transfer,Partner,Dog,Intact Male,1 month,Shih Tzu Mix,White/Chocolate,-1 days +10:00:00.000000000
A699771,2015-04-02 14:00:00,4/2/2015 14:00,5200 Knight Cir in Austin (TX),Owner Surrender,Normal,Intact Male,1 month,,2015-04-02 00:00:00,4/2/2015 0:00,2/8/2015,Transfer,Partner,Dog,Intact Male,1 month,Shih Tzu Mix,Cream/Black,-1 days +10:00:00.000000000
A699779,2015-04-02 14:00:00,4/2/2015 14:00,5200 Knight Cir in Austin (TX),Owner Surrender,Normal,Spayed Female,2 years,,2015-04-02 00:00:00,4/2/2015 0:00,4/2/2013,Transfer,Partner,Dog,Spayed Female,2 years,Shih Tzu,Tan,-1 days +10:00:00.000000000
A699780,2015-04-02 14:00:00,4/2/2015 14:00,5200 Knight Cir in Austin (TX),Owner Surrender,Normal,Spayed Female,2 years,,2015-04-02 00:00:00,4/2/2015 0:00,4/2/2013,Transfer,Partner,Dog,Spayed Female,2 years,Shih Tzu Mix,Black,-1 days +10:00:00.000000000
A699781,2015-04-02 14:00:00,4/2/2015 14:00,5200 Knight Cir in Austin (TX),Owner Surrender,Normal,Spayed Female,1 year,,2015-04-02 00:00:00,4/2/2015 0:00,4/2/2014,Transfer,Partner,Dog,Spayed Female,1 year,Shih Tzu Mix,White/Gray,-1 days +10:00:00.000000000
A699782,2015-04-02 14:00:00,4/2/2015 14:00,5200 Knight Cir in Austin (TX),Owner Surrender,Normal,Intact Female,3 years,,2015-04-02 00:00:00,4/2/2015 0:00,4/2/2012,Transfer,Partner,Dog,Intact Female,3 years,Shih Tzu Mix,White,-1 days +10:00:00.000000000
A699783,2015-04-02 14:00:00,4/2/2015 14:00,5200 Knight Cir in Austin (TX),Owner Surrender,Normal,Intact Female,4 months,Penny Lou,2015-04-02 00:00:00,4/2/2015 0:00,11/2/2014,Transfer,Partner,Dog,Intact Female,4 months,Shih Tzu,White/Brown,-1 days +10:00:00.000000000
A699790,2015-04-02 14:44:00,4/2/2015 14:44,5200 Knight in Austin (TX),Owner Surrender,Normal,Intact Female,1 year,Tulip,2015-04-02 00:00:00,4/2/2015 0:00,10/2/2013,Transfer,Partner,Dog,Intact Female,1 year,Shih Tzu,Chocolate/White,-1 days +09:16:00.000000000
A699791,2015-04-02 14:44:00,4/2/2015 14:44,5200 Knight in Austin (TX),Owner Surrender,Normal,Intact Female,4 weeks,Jessica,2015-04-02 00:00:00,4/2/2015 0:00,3/2/2015,Transfer,Partner,Dog,Intact Female,4 weeks,Shih Tzu,Black,-1 days +09:16:00.000000000
A699792,2015-04-02 14:44:00,4/2/2015 14:44,5200 Knight in Austin (TX),Owner Surrender,Normal,Intact Male,1 month,Peter Cotton,2015-04-02 00:00:00,4/2/2015 0:00,2/8/2015,Transfer,Partner,Dog,Intact Male,1 month,Lhasa Apso,Black/White,-1 days +09:16:00.000000000
A700792,2015-11-07 13:07:00,11/7/2015 13:07,6804 North Capital Of Texas in Austin (TX),Stray,Normal,Spayed Female,2 years,Kit,2015-11-07 00:00:00,11/7/2015 0:00,4/19/2013,Return to Owner,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby,-1 days +10:53:00.000000000
A701542,2015-05-01 12:16:00,5/1/2015 12:16,Hwy 71 And S 1St St in Austin (TX),Stray,Normal,Intact Female,3 weeks,,2015-05-01 00:00:00,5/1/2015 0:00,4/4/2015,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black,-1 days +11:44:00.000000000
A702081,2015-05-09 12:11:00,5/9/2015 12:11,Austin (TX),Stray,Sick,Unknown,4 weeks,,2015-05-09 11:58:00,5/9/2015 11:58,4/9/2015,Transfer,Partner,Cat,Unknown,4 weeks,Domestic Shorthair,Black,-1 days +23:47:00.000000000
A702777,2015-05-17 16:27:00,5/17/2015 16:27,5008 Cape Verde in Austin (TX),Stray,Sick,Unknown,5 months,,2015-05-17 00:00:00,5/17/2015 0:00,11/17/2014,Transfer,Partner,Dog,Unknown,5 months,Cairn Terrier Mix,Tan,-1 days +07:33:00.000000000
A702786,2015-05-17 17:16:00,5/17/2015 17:16,William Cannon/Bluff Springs in Austin (TX),Stray,Normal,Spayed Female,2 years,Gorda,2015-05-17 12:12:00,5/17/2015 12:12,5/17/2013,Return to Owner,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tan,-1 days +18:56:00.000000000
A703445,2015-05-24 17:44:00,5/24/2015 17:44,6603 S Ih 35 Frontage Rd in Austin (TX),Stray,Injured,Unknown,2 months,,2015-05-24 12:00:00,5/24/2015 12:00,2/24/2015,Transfer,Partner,Bird,Unknown,2 months,Dove Mix,Gray,-1 days +18:16:00.000000000
A705624,2015-06-19 17:17:00,6/19/2015 17:17,1812 Miles Ave in Austin (TX),Owner Surrender,Sick,Unknown,1 month,,2015-06-19 00:00:00,6/19/2015 0:00,4/19/2015,Transfer,Partner,Dog,Unknown,1 month,Boxer Mix,Black,-1 days +06:43:00.000000000
A705626,2015-06-19 17:17:00,6/19/2015 17:17,1812 Miles Ave in Austin (TX),Owner Surrender,Sick,Unknown,1 month,,2015-06-19 00:00:00,6/19/2015 0:00,4/19/2015,Transfer,Partner,Dog,Unknown,1 month,Boxer Mix,Black,-1 days +06:43:00.000000000
A705627,2015-06-19 17:17:00,6/19/2015 17:17,1812 Miles Ave in Austin (TX),Owner Surrender,Sick,Unknown,1 month,,2015-06-19 00:00:00,6/19/2015 0:00,4/19/2015,Transfer,Partner,Dog,Unknown,1 month,Boxer Mix,Black,-1 days +06:43:00.000000000
A705628,2015-06-19 17:17:00,6/19/2015 17:17,1812 Miles Ave in Austin (TX),Owner Surrender,Sick,Unknown,1 month,,2015-06-19 00:00:00,6/19/2015 0:00,4/19/2015,Transfer,Partner,Dog,Unknown,1 month,Boxer Mix,Black,-1 days +06:43:00.000000000
A705629,2015-06-19 17:17:00,6/19/2015 17:17,1812 Miles Ave in Austin (TX),Owner Surrender,Sick,Unknown,1 month,,2015-06-19 00:00:00,6/19/2015 0:00,4/19/2015,Transfer,Partner,Dog,Unknown,1 month,Boxer Mix,Black,-1 days +06:43:00.000000000
A705630,2015-06-19 17:17:00,6/19/2015 17:17,1812 Miles Ave in Austin (TX),Owner Surrender,Sick,Unknown,1 month,,2015-06-19 00:00:00,6/19/2015 0:00,4/19/2015,Transfer,Partner,Dog,Unknown,1 month,Boxer Mix,Black,-1 days +06:43:00.000000000
A705631,2015-06-19 17:17:00,6/19/2015 17:17,1812 Miles Ave in Austin (TX),Owner Surrender,Sick,Unknown,1 month,,2015-06-19 00:00:00,6/19/2015 0:00,4/19/2015,Transfer,Partner,Dog,Unknown,1 month,Boxer Mix,Black,-1 days +06:43:00.000000000
A705632,2015-06-19 17:17:00,6/19/2015 17:17,1812 Miles Ave in Austin (TX),Owner Surrender,Sick,Unknown,1 month,,2015-06-19 00:00:00,6/19/2015 0:00,4/19/2015,Transfer,Partner,Dog,Unknown,1 month,Boxer Mix,Black,-1 days +06:43:00.000000000
A705633,2015-06-19 17:17:00,6/19/2015 17:17,1812 Miles Ave in Austin (TX),Owner Surrender,Sick,Unknown,1 month,,2015-06-19 00:00:00,6/19/2015 0:00,4/19/2015,Transfer,Partner,Dog,Unknown,1 month,Boxer Mix,Black,-1 days +06:43:00.000000000
A705636,2015-06-19 17:17:00,6/19/2015 17:17,1812 Miles Ave in Austin (TX),Owner Surrender,Sick,Unknown,6 months,Packard,2015-06-19 00:00:00,6/19/2015 0:00,11/19/2014,Transfer,Partner,Dog,Unknown,6 months,Boxer Mix,Black,-1 days +06:43:00.000000000
A705637,2015-06-19 17:17:00,6/19/2015 17:17,1812 Miles Ave in Austin (TX),Owner Surrender,Sick,Unknown,6 months,Ford,2015-06-19 00:00:00,6/19/2015 0:00,11/19/2014,Transfer,Partner,Dog,Unknown,6 months,Boxer Mix,White,-1 days +06:43:00.000000000
A705930,2015-09-11 07:32:00,9/11/2015 7:32,204 Cloudview Dr in Austin (TX),Stray,Normal,Spayed Female,1 year,Bleu,2015-09-11 00:00:00,9/11/2015 0:00,6/22/2014,Return to Owner,,Dog,Spayed Female,1 year,Labrador Retriever/Border Collie,Chocolate/White,-1 days +16:28:00.000000000
A706038,2015-06-24 08:41:00,6/24/2015 8:41,34Th/ Guadalupe in Austin (TX),Stray,Sick,Intact Male,2 months,,2015-06-24 00:00:00,6/24/2015 0:00,4/9/2015,Transfer,Partner,Dog,Intact Male,2 months,Great Pyrenees Mix,White,-1 days +15:19:00.000000000
A706446,2015-08-18 13:13:00,8/18/2015 13:13,1156 W Cesar Chavez St in Austin (TX),Public Assist,Normal,Intact Female,1 year,*Tootsie,2015-08-18 11:32:00,8/18/2015 11:32,6/29/2014,Return to Owner,,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black,-1 days +22:19:00.000000000
A706868,2015-07-04 12:31:00,7/4/2015 12:31,4811 Aberdeen in Austin (TX),Stray,Normal,Intact Male,4 weeks,,2015-07-04 00:00:00,7/4/2015 0:00,6/4/2015,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Orange Tabby,-1 days +11:29:00.000000000
A706869,2015-07-04 12:31:00,7/4/2015 12:31,4811 Aberdeen in Austin (TX),Stray,Normal,Intact Male,4 weeks,,2015-07-04 00:00:00,7/4/2015 0:00,6/4/2015,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Orange Tabby,-1 days +11:29:00.000000000
A706871,2015-07-04 12:31:00,7/4/2015 12:31,4811 Aberdeen in Austin (TX),Stray,Normal,Intact Female,4 weeks,,2015-07-04 00:00:00,7/4/2015 0:00,6/4/2015,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Calico,-1 days +11:29:00.000000000
A707172,2015-07-09 10:50:00,7/9/2015 10:50,Outside Jurisdiction,Stray,Sick,Intact Male,1 month,,2015-07-09 00:00:00,7/9/2015 0:00,5/9/2015,Transfer,Partner,Dog,Intact Male,1 month,Australian Cattle Dog Mix,Blue Merle,-1 days +13:10:00.000000000
A707288,2015-07-11 11:08:00,7/11/2015 11:08,7201 Levander Loop in Austin (TX),Stray,Normal,Neutered Male,2 years,Texas,2015-07-11 00:00:00,7/11/2015 0:00,7/11/2013,Return to Owner,,Dog,Neutered Male,2 years,Harrier Mix,Black/Tricolor,-1 days +12:52:00.000000000
A711562,2015-09-08 18:28:00,9/8/2015 18:28,Thornberry Rd in Del Valle (TX),Stray,Injured,Intact Male,1 year,Bino,2015-09-08 18:00:00,9/8/2015 18:00,9/8/2014,Euthanasia,Suffering,Dog,Intact Male,1 year,Dachshund/Chihuahua Shorthair,Black,-1 days +23:32:00.000000000
A711688,2015-09-10 17:18:00,9/10/2015 17:18,1219 S Lamar Blvd in Austin (TX),Stray,Normal,Unknown,2 weeks,,2015-09-10 05:36:00,9/10/2015 5:36,8/26/2015,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Orange Tabby,-1 days +12:18:00.000000000
A711722,2015-09-11 12:44:00,9/11/2015 12:44,1054 Springdale Rd in Austin (TX),Stray,Normal,Intact Male,2 weeks,,2015-09-11 00:00:00,9/11/2015 0:00,8/28/2015,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby,-1 days +11:16:00.000000000
A711723,2015-09-11 12:44:00,9/11/2015 12:44,1054 Springdale Rd in Austin (TX),Stray,Normal,Intact Female,2 weeks,,2015-09-11 00:00:00,9/11/2015 0:00,8/28/2015,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby,-1 days +11:16:00.000000000
A711724,2015-09-11 12:44:00,9/11/2015 12:44,1054 Springdale Rd in Austin (TX),Stray,Normal,Intact Male,2 weeks,,2015-09-11 00:00:00,9/11/2015 0:00,8/28/2015,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby,-1 days +11:16:00.000000000
A711725,2015-09-11 12:44:00,9/11/2015 12:44,1054 Springdale Rd in Austin (TX),Stray,Normal,Intact Male,2 weeks,,2015-09-11 00:00:00,9/11/2015 0:00,8/28/2015,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby,-1 days +11:16:00.000000000
A711726,2015-09-11 12:44:00,9/11/2015 12:44,1054 Springdale Rd in Austin (TX),Stray,Normal,Intact Female,2 weeks,,2015-09-11 00:00:00,9/11/2015 0:00,8/28/2015,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Black/White,-1 days +11:16:00.000000000
A711728,2015-09-11 13:10:00,9/11/2015 13:10,5803 Bitterwood in Austin (TX),Stray,Sick,Intact Female,2 weeks,,2015-09-11 00:00:00,9/11/2015 0:00,8/26/2015,Transfer,Partner,Cat,Intact Female,2 weeks,Ragdoll Mix,Lilac Point,-1 days +10:50:00.000000000
A711729,2015-09-11 13:10:00,9/11/2015 13:10,5803 Bitterwood in Austin (TX),Stray,Sick,Intact Female,2 weeks,,2015-09-11 00:00:00,9/11/2015 0:00,8/26/2015,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Longhair Mix,Brown Tabby/White,-1 days +10:50:00.000000000
A711730,2015-09-11 13:10:00,9/11/2015 13:10,5803 Bitterwood in Austin (TX),Stray,Sick,Intact Female,2 weeks,,2015-09-11 00:00:00,9/11/2015 0:00,8/26/2015,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Longhair Mix,Brown Tabby,-1 days +10:50:00.000000000
A711731,2015-09-11 13:10:00,9/11/2015 13:10,5803 Bitterwood in Austin (TX),Stray,Sick,Intact Male,2 weeks,,2015-09-11 00:00:00,9/11/2015 0:00,8/26/2015,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby/White,-1 days +10:50:00.000000000
A712675,2015-09-26 14:36:00,9/26/2015 14:36,William Cannon And Stoneleigh in Austin (TX),Stray,Injured,Spayed Female,6 years,Lady,2015-09-26 00:00:00,9/26/2015 0:00,4/26/2009,Return to Owner,,Dog,Spayed Female,6 years,Australian Shepherd Mix,Tricolor,-1 days +09:24:00.000000000
A712843,2015-09-29 09:21:00,9/29/2015 9:21,7800 Fm 969 in Austin (TX),Stray,Injured,Intact Male,1 year,,2015-09-29 00:00:00,9/29/2015 0:00,9/29/2014,Died,Enroute,Dog,Intact Male,1 year,Pit Bull/Labrador Retriever,Tan/White,-1 days +14:39:00.000000000
A713756,2015-10-12 11:41:00,10/12/2015 11:41,11308 Hornsbee in Austin (TX),Stray,Normal,Unknown,2 years,,2015-10-12 00:00:00,10/12/2015 0:00,10/12/2013,Euthanasia,Suffering,Cat,Unknown,2 years,Domestic Shorthair Mix,White/Brown Tabby,-1 days +12:19:00.000000000
A714259,2015-10-20 12:18:00,10/20/2015 12:18,6108 Begonia Cir in Austin (TX),Stray,Normal,Unknown,1 week,,2015-10-20 00:00:00,10/20/2015 0:00,10/13/2015,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,Brown Tabby,-1 days +11:42:00.000000000
A715733,2015-11-09 08:06:00,11/9/2015 8:06,206 S Cougar Ave in Austin (TX),Stray,Nursing,Unknown,1 weeks,,2015-11-09 00:00:00,11/9/2015 0:00,10/31/2015,Transfer,Partner,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Orange/Orange Tabby,-1 days +15:54:00.000000000
A716236,2015-11-17 07:04:00,11/17/2015 7:04,5307 Navarro Creek in Travis (TX),Stray,Sick,Intact Female,5 months,,2015-11-17 00:00:00,11/17/2015 0:00,6/17/2015,Transfer,Partner,Cat,Intact Female,5 months,Domestic Shorthair Mix,Brown Tabby,-1 days +16:56:00.000000000
A716272,2017-04-08 15:53:00,4/8/2017 15:53,2200 Stephen F Austin Dr in Austin (TX),Stray,Normal,Spayed Female,4 years,Jasmine,2017-04-08 13:26:00,4/8/2017 13:26,11/17/2012,Return to Owner,,Dog,Spayed Female,4 years,Rottweiler Mix,Black/Tan,-1 days +21:33:00.000000000
A717220,2020-02-05 16:22:00,2/5/2020 16:22,Teri Road And China Berry Road in Austin (TX),Stray,Normal,Spayed Female,6 years,Nena,2020-02-05 11:37:00,2/5/2020 11:37,12/4/2013,Return to Owner,,Dog,Spayed Female,6 years,Golden Retriever Mix,Red,-1 days +19:15:00.000000000
A718498,2015-12-31 15:04:00,12/31/2015 15:04,Austin (TX),Owner Surrender,Normal,Intact Male,1 year,Snoop Dog,2015-12-31 14:04:00,12/31/2015 14:04,7/1/2014,Return to Owner,,Dog,Intact Male,1 year,Labrador Retriever Mix,Black,-1 days +23:00:00.000000000
A718510,2016-09-02 14:38:00,9/2/2016 14:38,3816 S Lamar in Austin (TX),Stray,Normal,Neutered Male,2 years,Blue Boy,2016-09-02 00:00:00,9/2/2016 0:00,1/1/2014,Return to Owner,,Dog,Neutered Male,2 years,Pit Bull Mix,Blue/White,-1 days +09:22:00.000000000
A718535,2016-01-01 15:10:00,1/1/2016 15:10,8413 Danville Dr in Austin (TX),Stray,Injured,Spayed Female,3 years,,2016-01-01 13:57:00,1/1/2016 13:57,1/1/2013,Euthanasia,Suffering,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Calico,-1 days +22:47:00.000000000
A719673,2016-01-25 11:47:00,1/25/2016 11:47,Austin (TX),Owner Surrender,Normal,Intact Female,8 months,Maggie,2016-01-25 00:00:00,1/25/2016 0:00,5/25/2015,Transfer,Partner,Dog,Intact Female,8 months,Dachshund Longhair Mix,Red,-1 days +12:13:00.000000000
A719674,2016-01-25 11:47:00,1/25/2016 11:47,Austin (TX),Owner Surrender,Normal,Intact Female,2 months,Peanut,2016-01-25 00:00:00,1/25/2016 0:00,11/18/2015,Transfer,Partner,Dog,Intact Female,2 months,Dachshund Mix,Brown,-1 days +12:13:00.000000000
A719675,2016-01-25 11:47:00,1/25/2016 11:47,Austin (TX),Owner Surrender,Normal,Intact Male,2 months,Bandit,2016-01-25 00:00:00,1/25/2016 0:00,11/18/2015,Transfer,Partner,Dog,Intact Male,2 months,Dachshund Mix,Brown,-1 days +12:13:00.000000000
A719676,2016-01-25 11:47:00,1/25/2016 11:47,Austin (TX),Owner Surrender,Normal,Intact Male,2 months,Ham,2016-01-25 00:00:00,1/25/2016 0:00,11/18/2015,Transfer,Partner,Dog,Intact Male,2 months,Dachshund Longhair Mix,Red,-1 days +12:13:00.000000000
A719677,2016-01-25 11:47:00,1/25/2016 11:47,Austin (TX),Owner Surrender,Normal,Intact Male,3 years,Buda,2016-01-25 00:00:00,1/25/2016 0:00,1/25/2013,Transfer,Partner,Dog,Intact Male,3 years,Dachshund Mix,Red,-1 days +12:13:00.000000000
A720371,2016-02-15 10:37:00,2/15/2016 10:37,Austin (TX),Owner Surrender,Normal,Neutered Male,4 months,Moose,2016-02-15 00:00:00,2/15/2016 0:00,10/8/2015,Transfer,Partner,Dog,Neutered Male,4 months,Anatol Shepherd/Labrador Retriever,Buff,-1 days +13:23:00.000000000
A720599,2016-02-12 14:30:00,2/12/2016 14:30,Austin (TX),Owner Surrender,Sick,Neutered Male,10 years,Simon,2016-02-12 00:00:00,2/12/2016 0:00,2/12/2006,Return to Owner,,Cat,Neutered Male,10 years,Siamese Mix,Seal Point,-1 days +09:30:00.000000000
A721052,2016-02-20 14:03:00,2/20/2016 14:03,6103 Manor Rd #143 in Austin (TX),Stray,Sick,Intact Male,1 month,,2016-02-20 13:00:00,2/20/2016 13:00,1/13/2016,Transfer,Partner,Dog,Intact Male,1 month,Cairn Terrier Mix,Yellow,-1 days +22:57:00.000000000
A721112,2016-02-22 15:11:00,2/22/2016 15:11,Ih 35 And 183 in Austin (TX),Stray,Normal,Spayed Female,10 years,Bella,2016-02-22 12:47:00,2/22/2016 12:47,2/22/2006,Return to Owner,,Dog,Spayed Female,10 years,Australian Cattle Dog Mix,White/Tan,-1 days +21:36:00.000000000
A721379,2016-03-06 12:41:00,3/6/2016 12:41,Outside Jurisdiction,Owner Surrender,Normal,Spayed Female,2 years,Blondie,2016-03-06 00:00:00,3/6/2016 0:00,2/25/2014,Transfer,Partner,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tan,-1 days +11:19:00.000000000
A721408,2016-02-26 13:07:00,2/26/2016 13:07,130 Edgerock Dr in Del Valle (TX),Stray,Normal,Intact Male,3 months,,2016-02-26 00:00:00,2/26/2016 0:00,11/26/2015,Died,In Kennel,Dog,Intact Male,3 months,Labrador Retriever Mix,Black,-1 days +10:53:00.000000000
A721417,2016-02-26 14:53:00,2/26/2016 14:53,1703 Mearns Meadow Dr in Austin (TX),Stray,Normal,Spayed Female,2 years,Sadie,2016-02-26 00:00:00,2/26/2016 0:00,2/26/2014,Return to Owner,,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White,-1 days +09:07:00.000000000
A721769,2016-03-04 08:34:00,3/4/2016 8:34,6803 Woodhue Dr in Austin (TX),Stray,Nursing,Intact Female,3 days,,2016-03-04 00:00:00,3/4/2016 0:00,3/1/2016,Transfer,Partner,Cat,Intact Female,3 days,Domestic Shorthair Mix,Orange Tabby,-1 days +15:26:00.000000000
